"protein","species","quant","Intensity.03_1x_dda","Intensity.04_2x_dda","Intensity.08_2x_dda","Intensity.11_1x_dda","Intensity.15_1x_dda","Intensity.16_2x_dda","Intensity.19_1x_dda","Intensity.20_2x_dda","Intensity.23_1x_dda","Intensity.24_2x_dda","Intensity.28_2x_dda","Intensity.31_1x_dda","Intensity.35_1x_dda","Intensity.36_2x_dda","Intensity.39_1x_dda","Intensity.40_2x_dda"
"sp|O14908|GIPC1_HUMAN","human","dda",7365500,4073122.18748118,4229301.51394989,6408764.14057832,5712207.60484789,12647016.5619673,3973294.60729123,3845133.14664218,6014226.92052975,2427575.14134184,5413156.18829469,9200187.01991514,4106614.6491826,3434628.8269239,5981640.29633549,6909208.84395696
"sp|O14925|TIM23_HUMAN","human","dda",2845800,6358904.38848001,NA,NA,3335297.21578631,NA,4043754.49547513,3090700.83963342,5092811.8911589,3450750.84663385,4926391.42587461,3473761.07561751,3773894.07547929,3357752.73314179,4266951.57588533,2553316.46936871
"sp|O14929|HAT1_HUMAN","human","dda",20332300,18075680.5094794,24312290.6417083,14492051.3741748,17868449.721419,13376453.5325132,14586734.6690883,13018101.8816752,18119719.8819087,22758925.8714157,13805112.6531308,18234113.54417,32504188.0769749,17779126.9467401,19609915.5618162,17757650.5850749
"sp|O14949|QCR8_HUMAN","human","dda",4078300,9563955.50941824,10454410.7264137,9009384.11091176,15448403.0909334,13905554.2521536,6863827.63921668,7544827.4821494,7234295.80840755,9044140.44774734,4903511.14080239,7613600.31826843,7153441.31950709,10197235.1657811,9498397.25125977,10586742.1597626
"sp|O14964|HGS_HUMAN","human","dda",1544200,3278845.89470371,NA,7252283.01909742,7227655.19706683,1599100.4900439,2044902.53262623,915491.078322271,1791498.92681083,3524901.91554555,2597391.24538412,4680444.89964496,5427191.89096178,6296369.94822726,2580771.03207763,1292834.01664748
"sp|O14974|MYPT1_HUMAN","human","dda",1840080,1459193.40373234,1666164.32979923,1344950.7074332,3645504.59267457,4342977.45509928,3883681.93204146,4492730.97897447,7167374.43599353,4160202.10301557,1956317.58363978,5781061.12134181,8749092.05613575,7039640.39179432,5734829.78074601,3354539.8062142
"sp|O14976|GAK_HUMAN","human","dda",2291500,4830173.60177636,4804140.60566519,3815328.94921322,1588645.42728614,4404911.33792434,3531130.84866413,3898029.15818329,3662539.89690298,3242473.57954361,1595128.33929047,2092433.08221091,1297926.53114989,3234087.0060321,1311669.01777873,4221264.82217365
"sp|O14979|HNRDL_HUMAN","human","dda",41520000,38204078.3649439,37608130.8567801,47769153.4747827,44237237.8260285,24681314.3069122,44560706.6257988,25857171.1089035,52292954.3182388,32884690.5140678,41279439.7080565,32251616.0020838,55117239.349094,46216226.8898771,43270335.3446673,38864466.112104
"sp|O14980|XPO1_HUMAN","human","dda",46920720,43410539.8146043,42958193.8477353,56881437.2387295,52764533.2050299,73671898.2897044,40923774.1037664,28395523.9271965,52491586.7087209,39079227.1926761,55071920.3154289,46497625.3780559,43796148.8979789,43984548.1236995,59030026.389436,38252673.4674507
"sp|O15020|SPTN2_HUMAN","human","dda",1052200,NA,NA,NA,752902.835248145,1321986.8200259,NA,NA,926792.071496673,954367.875169519,647852.611321542,620749.809802973,NA,NA,1179476.99321063,986548.656526774
"sp|O15027|SC16A_HUMAN","human","dda",1272400,1341078.10016097,1424935.94585906,1278820.21735375,645440.841179656,1273410.648746,1003634.00252432,1094960.88988928,1806983.11123626,619804.794981265,893320.823170725,526786.725145098,NA,878265.279234106,825555.790653902,637407.712040482
"sp|O15042|SR140_HUMAN","human","dda",5617150,321378.423025959,2400712.43380895,5376010.86305506,2032804.84234738,2402916.96452411,5206776.03474245,853919.179319238,4662383.38094923,NA,2732331.71734491,4277274.97249136,4573811.06346884,5038755.90122758,14965914.0606118,6503237.66802934
"sp|O15067|PUR4_HUMAN","human","dda",2190000,5637331.23080284,4915367.79003702,5245123.44358129,2989121.937184,2897358.24760025,NA,5347776.67856492,NA,2713383.89372065,2804484.43027032,6203117.86400809,4756547.20192411,3839447.33966048,5396246.36774589,3616925.3226274
"sp|O15091|MRRP3_HUMAN","human","dda",NA,NA,NA,1742543.69651903,NA,808215.104163036,2509015.10562808,1777548.10557091,NA,NA,NA,2217905.5922503,NA,1405660.18171908,3612239.82052812,2853182.7058876
"sp|O15116|LSM1_HUMAN","human","dda",6901000,7648457.14364497,2947520.38585347,3435545.28969432,3001363.64408317,6243847.47920271,2679852.37420096,2179060.10671576,7313943.90774658,5659253.19761742,2468942.389188,2624466.66832387,5441068.00197793,6645372.8894999,3897223.95621075,6246206.54020267
"sp|O15127|SCAM2_HUMAN","human","dda",1465600,1570213.05598009,NA,1671635.09362895,NA,NA,NA,NA,1388167.73934566,3505382.73711144,NA,2004451.60745356,1796446.22545052,3877833.51334386,2518482.61872871,2181273.48421691
"sp|O15143|ARC1B_HUMAN","human","dda",25306900,24141589.0802279,17826694.920282,12547887.7528157,15472003.0825843,27562490.3048432,20425538.6968677,34136758.8276538,21928786.8281416,16511044.0414668,20761464.2545986,22668134.9556295,21550722.7405823,15514550.1922516,25096958.5195535,19648353.7884833
"sp|O15144|ARPC2_HUMAN","human","dda",41311330,49483052.799277,41484917.7646344,51128213.740002,40757109.8593403,36013361.2607556,30382331.7451731,37374647.1069029,57532749.2997758,50103768.2179518,44702926.3064713,45114215.5960068,37913208.3843192,50457535.9694364,38045626.1904858,41620420.0829892
"sp|O15145|ARPC3_HUMAN","human","dda",34455100,41762929.5772637,23248134.5916541,42382095.4270721,33866114.222317,42893112.3074159,28643761.9645084,35625110.6844939,45471428.6864324,39207268.6413763,32403804.6587868,25534409.3816644,35112682.6845313,30260443.1930974,34799599.2829229,39350456.2195657
"sp|O15173|PGRC2_HUMAN","human","dda",4891000,10921844.8450228,14139785.3321606,NA,9219393.52987823,16637412.2190456,6560878.08029898,16192131.593908,14518862.1881689,5032131.43686561,11675330.5826645,13105848.589925,6894692.66114721,9167033.26125162,10270754.0506381,11568243.5628034
"sp|O15212|PFD6_HUMAN","human","dda",4887400,7104821.08839046,6600306.13503277,15061973.3999864,9806616.85154667,7810142.13582621,6114212.71770458,11448640.5653073,8106182.65882857,6486146.66167255,4714190.08432112,15655615.7834281,11653892.6490009,9694480.03694428,15216629.8058783,15106235.1645855
"sp|O15258|RER1_HUMAN","human","dda",7027200,5505352.11618382,2541458.5099992,3785451.06935308,5861253.54142439,4611646.93301714,3062908.11551822,2137025.76823744,1604309.98495545,4734872.88708131,3897523.53713885,3562119.3446993,3255172.3960228,1834444.11640393,3186862.67795559,4916106.7980199
"sp|O15260|SURF4_HUMAN","human","dda",45048680,35083945.8157692,32653018.8307988,42709296.3660041,29362264.0509484,29980809.8288253,38651260.9680604,24746892.9060727,36428166.5185095,39034333.0822776,17679660.1272599,26077944.614531,22368750.0940525,28845829.6957327,37468150.1150664,44213469.5965344
"sp|O15270|SPTC2_HUMAN","human","dda",1393300,1449805.31121188,1784830.27490931,1263558.4319635,2377162.7953894,NA,1214594.2629797,1378356.39991006,NA,NA,NA,1651583.72261306,1336085.83644429,1164346.01959062,1385087.33570725,1341463.7409037
"sp|O15294|OGT1_HUMAN","human","dda",1980390,NA,645294.782707519,NA,NA,781705.63697758,592785.749756738,1461130.41924156,NA,1193614.11809935,791083.195873617,703258.346997793,NA,379296.894557899,745010.428564773,783030.70105532
"sp|O15305|PMM2_HUMAN","human","dda",3980000,7432749.34340744,6000907.32532454,6054103.72777876,11069027.1001281,6825055.04277818,1248957.4386059,295097.86985315,5767116.3060691,5096032.21095717,9846929.75556795,1573116.30454788,7683182.26359405,8190468.25346346,4078328.98248388,4640708.99117941
"sp|O15327|INP4B_HUMAN","human","dda",NA,NA,NA,NA,NA,NA,7023480.79855402,1753504.46396131,5109780.86039224,NA,NA,NA,NA,NA,5131862.31860969,6805499.55833264
"sp|O15347|HMGB3_HUMAN","human","dda",14917700,11023367.2408836,19283747.4204395,16935064.0607666,10896532.6156973,21216400.4300029,4125118.89016369,16538830.8176771,10043084.4407577,2377850.30689517,12240101.1541912,10712168.4453222,7898466.04480043,1581199.11650901,11428849.9113669,21597842.6501401
"sp|O15355|PPM1G_HUMAN","human","dda",45457600,67362205.5998659,47626016.210983,46926350.7261934,67144184.8024002,49416530.2163591,82294674.9146332,70041734.1377364,74236164.7702287,51472182.5764416,52297329.2436552,41640765.3757069,65300600.9301361,50424108.8744073,62221214.1092589,47536528.0549407
"sp|O15371|EIF3D_HUMAN","human","dda",37989400,21240668.4914059,19986297.045718,26844036.5017543,31136617.4339265,18567954.604588,26172772.8302811,26129486.3673014,25336739.1585155,19440556.4919272,32819161.6477955,27612872.8142966,30046269.6799893,32009659.6292827,20893564.5566621,34520756.7631715
"sp|O15372|EIF3H_HUMAN","human","dda",3719900,12767805.8278248,10480387.351214,11567775.8950539,6815564.00595486,10757713.9041502,7611625.14297801,8763318.88595874,10083385.7426869,11055313.7188741,6932407.11708986,3441874.85591155,7448308.67860018,10415652.4940396,12664366.9504431,10528079.3555546
"sp|O15382|BCAT2_HUMAN","human","dda",12499300,13976031.5024346,11569634.4593139,11040845.1447031,8157520.10874813,1926129.04472354,7091703.86489082,5711794.04978712,9423186.78345188,10587573.1380066,21025172.8425472,9156007.88537424,7218026.45386901,9897096.78614329,13001095.3793467,19221231.2419634
"sp|O15417|TNC18_HUMAN","human","dda",12912000,8817383.82630869,11766820.656661,11939412.1091414,13043096.9899923,10170691.028489,13928829.4433076,12669822.1667793,19539768.0722015,10098285.1288789,12037158.3465972,6090597.65887141,12419119.3594501,24871128.1543668,16777843.0000205,16931334.3105132
"sp|O15446|RPA34_HUMAN","human","dda",2010300,2217336.45669269,NA,NA,2949746.5500444,2617111.10560083,NA,NA,3247224.37491677,NA,NA,NA,NA,NA,3633230.43004226,3897339.66944379
"sp|O15511|ARPC5_HUMAN","human","dda",6752800,7532415.95353743,NA,11158360.892208,8617783.04752415,NA,6168315.8461315,NA,2249979.26428438,NA,NA,9155819.48821202,7065287.20246335,NA,NA,9534497.30522488
"sp|O15551|CLD3_HUMAN","human","dda",8416400,8239470.31696785,11605883.6584669,14779160.7768702,10813718.0995403,12122417.4499621,8455046.78070321,8178873.44375627,13569660.4716784,9814657.29029165,7111299.02037542,4834647.97692309,8791434.6007806,5022156.4747699,12126323.9316878,12444500.0047171
"sp|O43143|DHX15_HUMAN","human","dda",110617500,108503752.616142,144405238.020067,138368394.477016,123667994.752369,103543007.176908,111181789.11597,84245557.4529432,136363379.151597,110517915.431008,101064241.142661,130523626.355704,144638255.358159,93611220.55108,146432444.585456,107692551.457064
"sp|O43156|TTI1_HUMAN","human","dda",763960,NA,2006340.03911478,804073.033202754,NA,NA,801327.446589936,962048.311620851,NA,1231452.97238224,1151782.90854232,708335.650519657,NA,NA,1165125.27414748,1204174.35095088
"sp|O43169|CYB5B_HUMAN","human","dda",6037800,3062046.455801,3329376.77041663,3386942.37314384,NA,2160624.55356714,NA,NA,5210746.22733067,2214499.86391026,5307055.51751795,13165947.2846736,5240476.57361218,3537337.77813077,2733465.51245024,7391820.46531237
"sp|O43172|PRP4_HUMAN","human","dda",16932600,10824470.6760897,11089208.5911906,9120325.55086396,9562413.72938281,12428600.3248405,19495062.7488804,13510677.0736994,23812766.6372742,22726757.3929908,21194274.1122204,10355815.2129806,10289340.3789279,20619081.3208177,11393302.5582315,12980389.328184
"sp|O43175|SERA_HUMAN","human","dda",88223200,60825888.0955226,65245606.5862669,87795533.6276952,79039779.5245501,92810056.5280928,81550050.9018675,66471421.4960654,74874622.2376335,68540232.0002628,102257740.663986,66362429.3995486,68504625.5728324,64388760.2436641,80773818.0252367,89116375.5911452
"sp|O43187|IRAK2_HUMAN","human","dda",5483500,4668501.91546473,NA,5835519.74148564,NA,NA,NA,NA,4734448.47216211,10981991.3972032,6447132.23369773,NA,5612070.6642063,8526710.38564676,NA,4945387.01094049
"sp|O43237|DC1L2_HUMAN","human","dda",3442400,5787213.21953064,3483229.23457426,1459378.87835532,1946810.0064598,NA,NA,747269.655732061,5043050.3888821,12569696.6374303,16236382.3868976,2166962.99958566,3984178.37551073,4637257.27378254,959612.562392791,9537056.76439626
"sp|O43242|PSMD3_HUMAN","human","dda",50755880,64486490.9478227,48244224.4585579,49050039.9030816,51005664.9502634,53253444.5908925,43994441.1950668,51944202.7943418,52876061.1291255,54700044.033582,42848466.4309765,45163321.3163398,57256700.9982591,56620212.0620452,38551519.4059248,45429345.7948169
"sp|O43252|PAPS1_HUMAN","human","dda",15971000,16676276.1554384,19262659.1241244,58606077.6870022,13656696.7729177,16074269.9305554,13339986.0920564,13791298.3173807,18990185.5811564,53470771.9749913,18943960.8283923,20335947.6447757,24223506.5948393,18010605.9486923,17645682.6650026,10016289.8996455
"sp|O43264|ZW10_HUMAN","human","dda",4593800,5232769.94149095,4462547.98954236,1053873.24053639,6859268.16161654,3813803.17977849,4414228.11390241,4042560.02760712,4335889.80729382,3973406.83677181,5239478.86160698,5584751.27830721,4070189.85776521,1316023.27884763,5275574.77072509,8477952.5592792
"sp|O43278|SPIT1_HUMAN","human","dda",3255200,3205160.28480475,2536499.33617371,4419343.45561964,5201589.60367219,2118844.92714833,4408356.45655375,2821008.52395656,2965115.26141234,3435593.49578278,NA,2475821.30733126,3053356.60492033,2767954.36181749,3101240.5172863,3887613.72459255
"sp|O43286|B4GT5_HUMAN","human","dda",NA,NA,NA,NA,NA,NA,NA,951304.334705794,1984202.78366705,813371.798547697,NA,NA,2396792.08735492,NA,1374738.47706307,693633.911117358
"sp|O43290|SNUT1_HUMAN","human","dda",8829210,6730028.78547775,9027833.53016957,8102974.93674992,6285573.81911913,3172015.15789574,NA,1375060.90777337,3810074.47878118,10911297.076651,6921967.32190109,9924272.6731965,5633578.63628133,5811220.58607707,11829799.8423095,5129381.41185266
"sp|O43291|SPIT2_HUMAN","human","dda",1493540,NA,405471.498017899,995937.155228021,455462.170420924,835224.749974633,837172.516689844,NA,1890120.4548739,2094963.978997,663209.007302569,1054016.18362142,603600.626179516,265404.079775169,1263634.69275103,530053.756556118
"sp|O43306|ADCY6_HUMAN","human","dda",NA,3467590.21991155,NA,NA,NA,NA,NA,NA,NA,76958995.4182916,NA,NA,21874260.5937603,76980877.6616265,NA,NA
"sp|O43324|MCA3_HUMAN","human","dda",1572000,5573830.60964992,2050027.99900605,4376962.65157441,4477360.12726416,4493737.1774725,4011614.1615595,2634039.78640502,5707046.15498305,4896947.49549819,4987795.7258126,3542808.63557161,1047646.38171897,3591213.29162747,2848669.78792317,3162979.64399144
"sp|O43390|HNRPR_HUMAN","human","dda",181927200,226883953.225993,233779232.552013,180336719.422488,188749981.995547,221631503.024709,269823303.832548,159338558.045618,194575449.317813,163096911.756646,213769535.008349,210937375.503785,149012087.174631,262272701.720343,172094392.208537,182679811.492563
"sp|O43395|PRPF3_HUMAN","human","dda",18321700,16938596.9266787,18846513.594825,10559864.108212,13233158.9548392,9370258.11530326,12434744.2905318,11638097.7356968,6939035.74374728,18619845.918471,16489129.7219976,15108416.2257563,14120514.22444,10237903.7606024,16445215.0622778,5709948.65461513
"sp|O43396|TXNL1_HUMAN","human","dda",36613100,47641731.280802,64185878.3699854,59615468.6930435,51138140.4114186,50160266.4111582,64202938.2720823,63651589.9335862,47630623.9653184,55726163.9724926,51287276.398644,56760485.4311966,53585255.4747747,41469828.3871354,56161205.6163792,58395187.1570707
"sp|O43399|TPD54_HUMAN","human","dda",111672270,112809928.74225,130731437.914152,112097203.219967,119412260.001245,118652594.360135,113090622.97961,145775758.392206,118479252.196282,80517494.3107955,107750775.652165,94754277.3803397,140838108.905,191375721.348286,112411840.992363,106560123.865605
"sp|O43447|PPIH_HUMAN","human","dda",9629400,10348297.8903427,9822116.06366305,4829122.39334784,7573325.6630135,8493033.07186887,6938481.56836392,8356813.20540267,4334086.85431277,10860841.6360842,4700355.49334722,9073207.33257798,6816435.47622527,5885015.41132298,12749305.695919,12314336.1490974
"sp|O43464|HTRA2_HUMAN","human","dda",4911100,3108419.26629741,2644538.48022914,2532399.78963902,1512166.3099573,NA,1340695.09461042,795911.792219165,4251044.96112707,1968983.4938298,1208079.05181302,2189900.3540861,1858164.31040395,1729348.99764377,3121450.08086502,3045346.90047481
"sp|O43488|ARK72_HUMAN","human","dda",5523400,2552142.03530024,1443709.96105558,6759973.04191271,3440298.24815858,2082802.64379407,3837267.87871396,NA,4121868.6828382,2575659.18778611,1823292.67042922,4652938.91396064,3990606.2798785,2049614.18186155,4976727.06968893,2314365.36112868
"sp|O43504|LTOR5_HUMAN","human","dda",NA,NA,2244852.68500766,2140876.29520454,3336685.45058931,4299329.51440047,2813362.67820023,4904566.61364959,2887694.33928518,2673036.98857751,1971429.2137805,1165142.24975765,5157015.84705919,3256807.47099605,3335944.82087692,1842912.98176047
"sp|O43583|DENR_HUMAN","human","dda",4172800,4867398.48025865,5625238.10048652,5640638.48188707,7279650.90059732,6031065.60718803,1840778.55894108,4027562.17563806,9396725.79705362,6852485.65580326,10840040.5476327,12811478.0239542,8040798.21294397,4285141.94004908,3974645.13455824,9132969.35041878
"sp|O43592|XPOT_HUMAN","human","dda",28024020,26944491.4333042,27949785.6049257,34042915.0118207,26478799.4025889,20923795.9337106,27365837.6829824,24061127.8944021,23687302.3210051,37704837.1303976,20148698.2943854,27531701.8969535,36056870.4149975,30089780.3398294,30778677.1766916,36948352.5980421
"sp|O43598|DNPH1_HUMAN","human","dda",6946600,NA,NA,NA,NA,NA,7731295.1117983,4333235.88505235,NA,2866484.04188541,4226786.80231763,NA,NA,NA,NA,8527298.93210341
"sp|O43615|TIM44_HUMAN","human","dda",15490100,12090444.036087,12233691.4496612,13403486.9214629,16951987.5857449,12425216.763546,8739514.59910919,15486290.9821802,14231450.271779,21342313.3181333,13662829.2059608,6158985.82875775,15601034.0517259,9317652.30707196,6175476.3713558,17519190.8929957
"sp|O43617|TPPC3_HUMAN","human","dda",4450600,4017011.96009146,5226142.6831014,3488139.75011611,2726997.96574507,1900237.44525272,2784423.79555327,3610245.26322537,2982296.3427611,5044126.46271897,2404984.01091636,3884655.28642217,3227216.11353439,2669187.77439431,2622849.88184783,3879832.96871156
"sp|O43670|ZN207_HUMAN","human","dda",11952650,11825874.4891965,8911434.63595116,10978624.0196506,15196535.6506253,13757854.4460815,4969239.53471611,10196689.8280692,8714424.7553922,14109628.9610543,11267093.0870108,5536389.726765,8990846.55970998,9508566.46061831,14423965.8121794,12967960.5944478
"sp|O43676|NDUB3_HUMAN","human","dda",2311300,5681433.43287569,3983279.2619784,NA,5909210.7437098,4272849.46948714,3104429.12105517,4031429.33477807,5998212.45581578,8543184.549835,4279996.76760185,4463317.1701849,2939796.96108967,NA,NA,4463184.90305249
