"protein","species","quant","Intensity.03_1x_dda","Intensity.04_2x_dda","Intensity.08_2x_dda","Intensity.11_1x_dda","Intensity.15_1x_dda","Intensity.16_2x_dda","Intensity.19_1x_dda","Intensity.20_2x_dda","Intensity.23_1x_dda","Intensity.24_2x_dda","Intensity.28_2x_dda","Intensity.31_1x_dda","Intensity.35_1x_dda","Intensity.36_2x_dda","Intensity.39_1x_dda","Intensity.40_2x_dda"
"sp|P68036|UB2L3_HUMAN","human","dda",105561000,90595966.1333654,74829800.3818734,95925956.2984777,101819576.813283,76448478.1102277,90497897.4957617,106306708.336283,100152073.938769,76762276.9942964,79992083.9007674,65468550.8038153,90400251.2963485,74578525.6675393,82635655.7999181,107308308.041934
"sp|P68104|EF1A1_HUMAN","human","dda",2092666100,1724775227.15708,1997694073.77673,1374987309.8614,1952892494.14756,1826965689.86393,1814097048.94194,2776595344.56761,2013667277.61961,1867532727.48704,1919901747.59857,1784299349.95121,1991889106.47814,1691056610.71988,1819901963.71115,1776951726.1577
"sp|P68133|ACTS_HUMAN","human","dda",923330000,1345007999.35559,1617871422.78429,617785332.762385,920109407.111142,1009757668.22561,738193149.95531,1408352103.84819,856073892.216691,1096890591.44541,399117307.603908,1612491311.45214,697315390.652526,1163412301.85237,999445905.098688,1013699399.41677
"sp|P68363|TBA1B_HUMAN","human","dda",2081504500,2060258604.21183,2182834555.97725,2278585450.99171,2393560246.27293,2531938776.69391,2255939404.22988,2442420201.50689,2393345949.1507,2210823606.57758,2028284913.04614,2124213516.91028,2113748807.33124,2288255940.07675,2402031793.94285,2518541507.12064
"sp|P68371|TBB4B_HUMAN","human","dda",2934717500,2614048645.67428,2258692204.17224,2145237996.07072,2551242643.9652,2306532549.15126,2530912053.69625,3153437257.94965,2142736015.06596,2215847886.7248,2414123993.07316,2267576880.86427,2419942644.07149,2571033290.82177,2349815358.454,2241733643.03345
"sp|P68400|CSK21_HUMAN","human","dda",4474700,5484501.81767908,2776192.73773932,NA,2066703.01217333,NA,6047527.46638767,13759940.7008758,10015721.9778689,13277076.0257101,3894330.9392218,7274673.8234323,10377086.3750594,NA,8672255.67615431,9733316.09365768
"sp|P68402|PA1B2_HUMAN","human","dda",18644000,22597793.6799449,16724695.6509165,16182892.8377257,15124313.3660151,25492927.6835058,23800064.0559612,16400621.9127604,20711899.6219951,17299008.1943433,19083328.3694647,14805002.5959989,16651231.1891463,23848188.4989125,14989833.5923837,22140345.6161058
"sp|P68431|H31_HUMAN","human","dda",27550000,34741400.5190256,31816642.3575722,32581563.8411996,22850344.8573585,19231868.1751094,27701640.5627795,17772118.3086308,24280473.8517684,9934389.45744614,17244285.5493114,20561666.2848331,31163092.5563328,11190088.3607809,19553484.9929828,15329112.8692293
"sp|P69849|NOMO3_HUMAN","human","dda",23701100,31014174.9589901,31070097.7759275,30750126.1146998,21761375.6169371,21257782.855748,15287586.8743335,15816193.2842934,28767599.5973544,31177765.6214271,25239646.858898,28744254.2925842,28418581.4517498,27926771.3259789,25396616.5557476,25615804.5114127
"sp|P78344|IF4G2_HUMAN","human","dda",9235450,15893603.9816717,16767439.0062696,15013018.2883885,12617161.3117995,15057421.4947474,13203190.4559692,6113978.60034762,11937033.5193148,11223091.4168558,13689753.4483946,18469892.5926899,14089762.3137027,12746824.0725479,12184023.7001662,14861540.6299649
"sp|P78346|RPP30_HUMAN","human","dda",1584700,3890381.87493177,NA,1923924.14596469,NA,2903948.83655645,2918213.70228342,NA,3376188.54109022,2651664.03342061,965835.363860066,4368459.19900648,1710638.80365215,3607781.59416054,3140439.26016967,1870350.38407767
"sp|P78347|GTF2I_HUMAN","human","dda",34469860,36639432.6661562,16008720.8336389,36697268.2065628,25128690.5754071,34586219.2401517,35704360.0255878,24242581.7267453,47105752.5357194,32533116.3063057,42802841.0141439,41351905.4267311,28801684.5520691,28400373.7120995,41478713.5995793,27958876.7666075
"sp|P78371|TCPB_HUMAN","human","dda",400557800,320285256.066658,347701964.049134,330365024.018976,337876789.559476,374747360.949781,367966868.103773,324891001.90728,326334277.456729,318298010.508764,375183571.638995,344481573.561382,336589457.921111,348810076.686485,303932798.229379,330609600.107219
"sp|P78406|RAE1L_HUMAN","human","dda",9391700,27557653.9551434,14373693.0309298,20971336.703091,14215019.570051,22308408.0599566,23386112.2128807,21723346.1255923,16896426.8898765,19931807.3234672,12905757.8198969,16291738.8016683,24227995.9248739,13624601.7436298,15739442.4288932,21781816.5753789
"sp|P78417|GSTO1_HUMAN","human","dda",31337000,28589590.901715,37261744.372626,23876006.657903,24319816.6369654,35009193.824234,22709473.6041305,30731691.5774088,29966563.3297482,35852259.9101902,37862402.1574342,39721563.4841585,44386822.2942632,26233941.066542,26438502.5443616,34218054.6458908
"sp|P78527|PRKDC_HUMAN","human","dda",112864179,115041409.451963,107076462.1479,120886079.185643,121591884.556358,108799481.452519,127817750.373918,124563785.214805,115794029.476768,113445475.963625,135529772.326315,145155953.532669,123299520.822417,126362210.565963,122808607.041605,127547868.233064
"sp|P80303|NUCB2_HUMAN","human","dda",21801800,20739759.1735062,18046835.0079071,17945276.855252,19529371.7006758,36035030.7641764,14826913.4149216,16483698.579329,27759218.6006627,17842928.0939486,17488455.4380076,27534640.8926842,23699479.3435237,19271197.5178129,17576364.838235,26161255.9743438
"sp|P80404|GABT_HUMAN","human","dda",4750700,5657744.87384151,4628444.16156192,6252401.27933776,5762688.87041148,6450097.60680543,5034946.17647491,4507611.13479579,5889080.7724338,5320917.13656984,5589813.27303831,6970789.20076934,7312404.41482441,5404047.02971181,6450560.74980711,4848148.03810142
"sp|P82650|RT22_HUMAN","human","dda",3384400,5428391.59028936,3403528.22666451,2241604.07878019,5041690.19499952,NA,NA,3268085.7480119,2433244.13200455,1791075.45128649,4065560.60750643,9778095.31502899,2667886.40331006,2904692.13726259,7730695.03794368,3324430.32852209
"sp|P82663|RT25_HUMAN","human","dda",1364200,2576703.90526656,1120820.51478891,NA,NA,NA,NA,NA,1940189.51971805,1894341.719315,1410064.08003194,NA,1884702.37272233,1201487.23628967,2652529.6273934,1499228.80422756
"sp|P82673|RT35_HUMAN","human","dda",12156220,11541568.1152397,7040609.92539641,10107269.9925466,6259172.11722938,5433999.43893668,9275401.19313011,11314971.3689463,7374926.14092893,13907032.9743909,6958267.16021799,13266457.1707186,15758874.8145345,9932578.06019657,8436780.08970247,8425289.12736889
"sp|P82675|RT05_HUMAN","human","dda",5237900,6143524.07984203,7541958.78404056,9794001.88969242,9904550.50674003,4230922.7317077,4081780.46687597,3881736.6485891,5292727.55993929,7689607.60554062,5621068.80664627,6204917.0569073,6021528.17243346,6796614.4138124,6542333.64721776,7675306.16313442
"sp|P82930|RT34_HUMAN","human","dda",8895000,15196483.5300943,11220721.1580201,11686418.6667107,6635888.56149766,10267784.5265045,8004187.37714549,NA,10723009.8267264,11201609.4160093,6167992.75581669,3943943.87337321,8814085.3114099,13901812.165473,5304863.99330295,12493948.7559082
"sp|P82932|RT06_HUMAN","human","dda",NA,NA,NA,NA,NA,NA,NA,NA,NA,4248747.20295132,3927427.53762858,333274.579969486,570430.599037245,147600.025133349,NA,NA
"sp|P82933|RT09_HUMAN","human","dda",14018080,15897009.894307,13347923.3477962,14656115.56712,11578307.3477664,17144828.7241292,10444979.4164368,10158236.8152293,13397743.6021331,16425726.6939425,9518443.35588232,14288219.7601678,12004927.6486409,13470994.8010471,21889007.6013418,11806682.7792092
"sp|P82979|SARNP_HUMAN","human","dda",24633000,32805270.1824807,27215591.7276178,32643702.7874078,32545902.9246652,30522370.880711,34299845.6076521,12456455.8646633,32377005.4093455,27215187.0216302,30886256.4488807,39207050.8341321,34070443.9048995,22688822.3072592,35092491.5087015,26300797.6883674
"sp|P83111|LACTB_HUMAN","human","dda",4289900,2342110.75612159,1545609.17561278,896207.257620199,2481406.60877821,3047411.83544245,1383166.74943239,3531893.25630179,NA,1436458.8687852,NA,1683988.03451512,851656.516638725,1797199.15328952,860283.045557058,NA
"sp|P83731|RL24_HUMAN","human","dda",109906000,145772624.136635,172533553.882711,183262931.97437,162661364.914815,92063760.5956187,125169754.536861,140887332.964532,163587226.772948,80091561.8473115,134307273.37391,70377643.9193902,121536367.060382,111575742.342069,81215694.7631948,105770571.662581
"sp|P83916|CBX1_HUMAN","human","dda",4595300,7920711.8267383,3238104.35691405,9223753.49647019,6742782.64132856,4343021.58850746,6795045.36741811,8455963.80300532,5433888.17274921,13921863.1881733,NA,9475435.27392046,7121199.76744017,5375309.27265696,7333240.28756204,8630393.9475266
"sp|P84074|HPCA_HUMAN","human","dda",4186100,4406726.96355704,8378996.48044384,4604832.84728575,3694092.81077952,6914233.94959186,NA,5094225.54886374,11191035.2093937,NA,4386203.85830916,4550545.05629337,3614828.94993392,7011286.4964763,3607651.17565759,3969823.55317728
"sp|P84077|ARF1_HUMAN","human","dda",204268960,239097468.605191,214213284.52579,232943213.17506,255066311.903653,163915214.642076,240754531.736952,255275327.82436,179961730.59163,249792269.660114,193254688.30085,199437283.026762,249084712.263852,264977599.010905,247005386.550362,178972670.353063
"sp|P84085|ARF5_HUMAN","human","dda",7678600,11289727.075185,6738572.62431028,5323897.73586481,8957521.96476711,4949120.39430147,8242269.10249706,10813585.7795769,7849717.90007804,10631202.318406,7505797.70299265,12160000.6369929,3891330.86797622,8953606.13557205,10041321.8071115,3868776.10509119
"sp|P84090|ERH_HUMAN","human","dda",38617000,53435057.6768576,86094209.4997848,56587870.9268306,45965211.5462702,61773384.3306206,67635746.8204295,36841046.4005238,58450208.4381941,93251915.3668994,84859029.1534264,57390202.9459213,43492078.4123148,82992359.9532739,37217619.8682095,93939318.0753269
"sp|P84098|RL19_HUMAN","human","dda",34765000,56060448.6665908,38742128.6048768,29708591.4406597,24756088.3542823,43966495.6391138,33924520.8818439,38179621.502498,33449433.6592874,43947593.8129364,47486701.418253,23209588.3998535,30050963.07048,32040316.6950217,45475032.7588451,39901968.4818146
"sp|P84103|SRSF3_HUMAN","human","dda",82964500,76684996.2953749,68028883.8580426,77668752.0295188,53212428.2337429,57853602.1266445,11777566.0318514,39329126.1499967,99173655.8995008,39027430.4901275,67559522.3021431,82318350.2595575,45687503.6415707,86904637.2765174,66823166.0499157,59018466.6544852
"sp|P84243|H33_HUMAN","human","dda",1193976000,2065933815.30431,1001008055.92061,1211667187.65316,1874164941.25052,1172353970.67509,1143523442.82881,1696249827.79471,861866674.088725,967320322.177361,1317802257.02632,998634953.814842,1478115995.11278,934750015.077117,1090461187.95198,1036427396.85863
"sp|P98175|RBM10_HUMAN","human","dda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P98179|RBM3_HUMAN","human","dda",18215200,27944749.0258126,35555894.8446661,28298637.267299,57957326.4481777,34326332.3104634,33688354.4351989,29510896.6918508,40794250.4854329,39800804.3297387,34899330.7466308,42657827.4559587,32712707.2540609,18100014.60945,42727703.6810414,33952659.205492
"sp|P99999|CYC_HUMAN","human","dda",76223800,50123899.2776649,91154574.0864339,75043255.3489993,66089189.4537031,79511895.6617067,69912565.8381912,52489842.1352611,60521207.4994897,85743498.0791584,102969360.097704,65657541.4170976,66630840.4345125,44379604.0987506,69678084.2053221,85987385.5649497
"sp|Q00059|TFAM_HUMAN","human","dda",6889800,13856278.7408655,694638.5622712,8858175.03719913,13019749.4046691,8435365.41850207,11695083.2262393,12830897.7518282,12938520.8722556,6966547.4470998,9846387.01392205,15977803.1904009,11247373.6113418,10987367.8651665,7969499.8326952,9100720.16485939
"sp|Q00325|MPCP_HUMAN","human","dda",79297400,84241319.1356795,102913247.528953,74587632.3559258,73944957.7975449,75694826.6097222,130131444.797843,51645994.3834413,67067941.8857735,96661697.7479595,75762476.9702897,71311340.2553589,79736521.1985776,97724765.9201228,65915200.1500019,82857166.9983519
"sp|Q00341|VIGLN_HUMAN","human","dda",23188000,12842310.1667226,37166055.9329074,30787130.0743537,22409264.7994966,29373725.376915,14088538.5231912,22606739.7830525,28888079.2789112,27728203.3728097,17104236.9206833,21330251.3478311,22429815.1855464,32653146.7705561,22629634.4095941,31480119.2675721
"sp|Q00610|CLH1_HUMAN","human","dda",650537080,688034808.465482,646109185.317676,639397194.85847,591799280.541578,650246027.739657,569727541.646507,656652196.977867,648307317.708372,572063697.910219,663507270.441974,626548024.485935,685378098.842066,679696393.548575,653120755.02371,591705190.049385
"sp|Q00688|FKBP3_HUMAN","human","dda",21638500,30688146.1552506,40026908.852382,34938335.7005016,27367534.7031523,39484836.304349,27479775.7958195,25208329.0601523,13491815.3253204,23439152.8829911,28428913.8321247,22084386.3484868,25354919.7937954,26192203.8836425,21184797.059828,28136851.3195486
"sp|Q00765|REEP5_HUMAN","human","dda",7982300,11961379.596704,9848092.68846327,7747081.84128422,12712558.2833983,10009765.9110963,11246041.2404324,3130717.52986477,8415707.26325063,5487848.64000043,10034292.6853268,9179934.32497635,13126097.0126999,6973315.30845436,10407534.7200767,9262652.02771426
"sp|Q00796|DHSO_HUMAN","human","dda",55606600,53223205.5443855,62355847.587168,48039040.5396569,42984355.9163222,59130087.4028277,46140937.3799614,57268591.5669774,48922036.7632167,42031552.0013958,47412250.0348273,41370716.8833789,46002552.5797741,43368232.168609,45058500.9614911,39757277.1359382
"sp|Q00839|HNRPU_HUMAN","human","dda",370434650,406066014.964347,425954538.975137,401727042.813167,372464533.473024,429890877.590907,407599548.637389,459535529.430896,417775598.300824,422192948.746819,359896657.230636,376152558.929358,448275010.522767,448615819.329832,464543764.941812,437119159.297435
"sp|Q01082|SPTB2_HUMAN","human","dda",85010000,70319214.5833043,87582233.2212382,87475505.7278965,61519044.7603331,51682324.6816404,21655762.7525041,20738784.2222824,45243673.3025036,37711488.9174617,38723765.0754552,55930756.0691996,34431120.7610912,96168870.5543202,58892132.7295394,84367145.5310993
"sp|Q01085|TIAR_HUMAN","human","dda",8687800,13776043.2989755,11054659.6802063,13112691.2106041,9745155.910723,6993232.75024996,5107978.40978299,14759601.3385671,16970347.9620993,15412735.8560569,5767215.29729592,14673312.9796062,9719399.52498532,9736715.20263753,14231340.3583589,7201191.94622799
"sp|Q01105|SET_HUMAN","human","dda",106818000,155667673.653199,178276277.172634,143916053.466372,135439216.256486,156107514.554836,157132820.321112,178569267.899447,193131262.768786,134874360.654713,187048246.024119,158705769.455226,174189270.311146,122695283.140405,148747269.476527,131864360.293168
"sp|Q01130|SRSF2_HUMAN","human","dda",50469400,83099355.9280455,49755981.3690333,68805646.2616552,45468854.5026162,73188490.3586755,75084936.7568978,33372238.2794103,67324279.3772548,61636004.1647557,38070878.8014178,81337366.2358712,71893355.5373856,90605583.1516716,66681015.6896711,67006845.8634628
"sp|Q01518|CAP1_HUMAN","human","dda",68274720,62158123.9224956,87474760.8399056,65768480.529986,57789627.6839754,58315884.866287,103509182.617386,67139296.6932796,70726027.4282528,71030039.5166457,59236164.1245514,57839492.4983866,65925383.0316608,64579861.1407581,59431747.6032398,59911615.52693
"sp|Q01581|HMCS1_HUMAN","human","dda",105774600,88443145.5217842,78522731.8239258,85312558.5430507,66170085.6817688,84747912.631508,113421267.189022,79886596.5527421,86188152.1936805,71337362.9835779,67619649.5629143,105589827.127201,79585312.4005928,67822766.5920959,79575888.821802,98217710.0262057
"sp|Q01650|LAT1_HUMAN","human","dda",14444240,7358856.3221621,8677243.55582049,10401845.9302483,13495207.2043798,7626547.15776045,4724726.94655411,2550643.65886405,9421808.05470167,4036304.39051928,8943254.27315291,9700974.9366737,4040009.3163051,9205087.44640584,6064577.61160181,11481221.9509765
"sp|Q01780|EXOSX_HUMAN","human","dda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q01813|PFKAP_HUMAN","human","dda",121069100,113558803.782943,119489923.648735,120206048.074175,143506248.696712,136549838.84934,126701558.098034,122285624.951693,158441917.133223,130933983.757314,112990829.181397,140516682.832827,117888276.256101,115769794.929432,95497412.5843877,102730241.302082
"sp|Q01844|EWS_HUMAN","human","dda",18519200,23918731.0467335,18528299.9410223,23491409.6660687,26280811.8790485,21420429.1760601,22897226.8379222,16060648.1831478,33004433.0467486,17586507.1549105,17687301.0782747,33566213.7206317,20231267.8313118,26740275.4467088,27269535.4196376,21120964.2173285
"sp|Q02218|ODO1_HUMAN","human","dda",9751850,10886781.4110976,8580315.32264551,11490715.618668,12312999.0664625,9899299.99039948,7226374.52022327,12379768.4175435,11082200.4829733,11863102.3781155,12589999.2439072,13185144.9555039,12460645.6622704,15719407.8640224,14184955.9928698,16067363.2726221
"sp|Q02241|KIF23_HUMAN","human","dda",1081400,NA,NA,NA,1733021.846798,1538049.27538261,1421360.48247176,1351975.64908108,2199390.52475746,2378613.6267222,1944292.13148555,882452.307844586,819139.482956038,1069521.79595114,2685724.07964832,1312695.41981739
"sp|Q02252|MMSA_HUMAN","human","dda",5742000,5591154.91526616,4802617.43084736,4875999.55416573,11612104.5550612,10676930.6426876,2706694.23636626,7820808.13486261,9441979.91687781,7085407.24873769,10735302.0519672,11120246.1185517,10722734.1786579,11863776.0835657,11027626.6143469,11741365.3811556
"sp|Q02338|BDH_HUMAN","human","dda",15316900,16599348.3787039,9522912.57619149,11692053.7874702,8377366.02027756,11173402.0625404,4316227.35672599,6480686.16923242,16123203.9899417,14938605.1977803,6949753.56577251,15606820.9184128,15079557.5561117,17054043.2497857,12577280.328645,10534938.7061339
"sp|Q02543|RL18A_HUMAN","human","dda",64921620,70434164.1347467,56318007.405156,53642170.2489887,60720506.8610154,57287650.0111663,62087715.6526376,73356814.276167,37826695.9346932,28793677.9010882,46160176.9837173,43697808.0509946,52780614.487226,67032011.4142183,53732152.757255,65138031.154888
"sp|Q02750|MP2K1_HUMAN","human","dda",4051200,1396096.68888553,1991344.44207102,5697928.87627508,1755486.0099738,4246178.17980499,3056756.85543868,4974965.72373307,3230361.46174112,3121105.72704547,16234892.5078696,NA,12430036.5938525,1527354.72693692,910064.960865236,3254034.96347245
"sp|Q02790|FKBP4_HUMAN","human","dda",122032800,96609148.5565862,125471058.039564,116540754.215183,127468476.830323,114405470.254281,109516936.595304,131493330.864045,140083995.345701,117191184.495993,111792232.145398,103737788.823984,120335471.276117,114344920.911588,114864715.752517,122624262.219671
"sp|Q02818|NUCB1_HUMAN","human","dda",3374300,2778176.73731027,NA,NA,1502574.86950022,NA,NA,NA,3114230.07855039,1320543.30076587,1535426.75824157,3698142.09582308,1719515.43349336,NA,NA,NA
"sp|Q02878|RL6_HUMAN","human","dda",205800000,184082045.632768,144075571.036239,162233600.486796,172230972.224541,177198134.771501,192309919.496927,187405053.984942,127874970.460787,198106357.532103,175824284.934968,202485426.653348,218807905.283561,190656654.943422,126158737.609284,207696426.136282
"sp|Q02880|TOP2B_HUMAN","human","dda",42077900,49213014.142674,42856495.3616425,52964793.5141948,29723470.1263722,20389855.2503054,21326097.15265,18924800.7521185,20113637.4004618,25817210.3766964,32756884.7044268,33588001.8524425,22870789.8312212,33010459.7996991,28975974.342395,36169140.6100705
"sp|Q02978|M2OM_HUMAN","human","dda",49104120,35560282.347316,18743268.3188008,32618603.0203583,29761684.4444039,38376734.6915425,25785299.3658158,34599725.031654,26724228.1390918,36676298.5580922,30746048.1903568,32041160.3581239,55127626.0263105,36991968.1433768,33541041.388752,28365943.3910605
"sp|Q03252|LMNB2_HUMAN","human","dda",24649900,32178997.0802728,20182302.4873924,26844834.8105285,19834972.6620814,17479065.7354797,12208839.2641104,19931741.7372342,11263163.9342412,33555376.0278052,11479837.1702102,25140753.511203,23052852.5701713,26678836.8195323,26761220.9617987,26360586.6546109
"sp|Q03426|KIME_HUMAN","human","dda",7284900,9526184.81160337,10248723.0882229,5714834.23855351,2830307.87572095,8066969.14921339,6946729.84892513,5593005.0092474,13946594.30638,3822105.94248506,11006917.6407571,17377123.1127996,5658392.38774549,12623075.3483059,8768646.50765806,7083272.54328417
"sp|Q03701|CEBPZ_HUMAN","human","dda",12629030,14404870.8356599,4339843.86003153,8082688.50201581,7155088.37781917,7291677.56755926,12403806.248359,10148686.613527,7022713.97327923,6530986.24922622,10734408.1245505,6846918.06660884,11144098.6144996,1447262.49427863,9977080.77892401,10192268.0744329
"sp|Q04323|UBXN1_HUMAN","human","dda",30288100,18586567.4047788,22815033.4108941,21887513.4199026,7262992.08296134,20355798.9703197,17863259.2710054,17521761.788654,9164940.28293184,7585654.34966778,12174333.6370999,18601582.2090826,20092608.7513784,14536843.9738945,10755490.6843017,20121546.6000881
"sp|Q04446|GLGB_HUMAN","human","dda",NA,NA,NA,NA,NA,3639535.06197665,1724449.84275491,NA,NA,NA,NA,NA,NA,NA,NA,1280241.47752429
"sp|Q04637|IF4G1_HUMAN","human","dda",88735690,107140907.240997,114399107.373286,122037485.800675,101732925.720944,128432160.414118,83657696.2873051,84826169.3634765,99732465.2675666,128995980.143892,122279948.228897,102976598.349603,96003741.2183749,113175792.182249,134207005.924565,119291846.378535
"sp|Q04760|LGUL_HUMAN","human","dda",74067800,69121905.2953462,77855687.5217265,63749181.9651672,56611710.453631,61660564.6281537,50387627.5375154,56202113.1448411,68624950.868991,70397171.0480532,69471143.5149442,58953051.6051281,71465032.6399902,66195089.0815053,56584239.6211455,72738293.9751175
"sp|Q04837|SSBP_HUMAN","human","dda",21319800,22910002.3381834,21668519.6526665,29289244.5374753,34067029.6592601,23557236.4003413,27257771.227494,16731179.9505539,35119827.1738009,17094547.5263882,14765020.4268582,25891422.0040737,14410953.4716353,18833398.0196332,21843316.4141203,27557185.0064145
"sp|Q04917|1433F_HUMAN","human","dda",32518050,29313685.7447087,28326175.0907241,25882990.1358954,50674545.7091154,29714332.3101808,39747765.0176494,16556485.239838,50160591.221953,26418281.1222085,26560499.1111345,33984257.6037426,18048014.8082634,33950101.4582605,20977146.2348251,25371365.9227092
"sp|Q04941|PLP2_HUMAN","human","dda",3475800,5764725.46302814,NA,6405958.3200335,2446826.94186715,9631380.78042083,6690194.34333492,2019329.62049817,2971160.45670172,3774834.63605384,2177032.51963875,NA,5982032.27115147,NA,3717485.76032458,9042978.76595306
"sp|Q05048|CSTF1_HUMAN","human","dda",8229400,5793544.72378862,5889963.52231417,3869860.48239608,NA,5621860.6464607,NA,NA,1926614.34433137,1908299.56758073,3280287.93984185,1820293.38138223,NA,4059285.99380933,2385216.65599942,823418.966779697
"sp|Q05519|SRS11_HUMAN","human","dda",10236700,9824311.33106122,6359786.20449624,9067613.69209302,13166776.0906231,3464325.43146678,5914995.77194651,7004047.3107582,13106089.4434349,6386151.76433132,4747712.36245018,10002758.9309779,15145469.0834384,8294733.40090074,7238440.83715169,11268786.839752
"sp|Q05639|EF1A2_HUMAN","human","dda",219146500,146429790.613067,118191399.405199,108272036.289095,129774839.65076,102161190.166514,166102755.530747,154894687.781691,162671326.658578,117716566.62837,90987231.4972036,126527628.346409,152718845.360046,123164009.445004,179936581.55376,142948866.07258
"sp|Q05655|KPCD_HUMAN","human","dda",8376600,12657648.5701225,4604829.04810718,8413235.29389878,7953828.20219905,1599688.93548642,17436068.2386174,7344071.48157697,6396346.89645323,6185834.83258013,790167.984470728,2575106.61182189,7371683.9773272,3552173.51552732,15623525.4490042,2901914.80851067
"sp|Q06124|PTN11_HUMAN","human","dda",12690500,3732967.5794143,6223763.15099693,8156273.78726664,3096520.82967054,5846058.36006023,1437857.04359418,1113590.50870287,11141146.4398477,4240241.63916439,5783071.86695061,8319995.47801721,6504222.978362,1258859.00398401,10359500.395049,3549089.41674914
"sp|Q06203|PUR1_HUMAN","human","dda",4678400,NA,2750216.11293911,6738547.84319179,1899610.02315785,10185843.4986338,6067379.26028075,3831345.88362129,4574303.82502237,NA,NA,3519824.18178061,2387201.2459173,4209925.78891274,1559943.9944971,8174810.21502095
"sp|Q06210|GFPT1_HUMAN","human","dda",44489650,45644501.9281675,43410730.2668685,43232399.9301724,41352700.4507759,48146047.0836897,30387322.6539195,27899972.704008,37183688.6624128,59980930.4975085,48170023.792433,49980759.2124939,35832199.8528096,41781990.9763135,38913758.7476937,40320931.4724962
"sp|Q06323|PSME1_HUMAN","human","dda",98873100,101326337.556517,84744251.5391445,69805997.5948114,99651532.6604912,86409976.7839014,95758063.6719673,79597232.1666574,94666061.3347771,69520847.1729133,93336132.2047104,85006024.1758066,64544526.3311438,70623089.8355058,84321523.9253516,115369567.338925
"sp|Q06481|APLP2_HUMAN","human","dda",1213000,NA,651788.938907572,1873325.45747855,858421.300592437,NA,978036.372511477,576946.516217936,NA,1051287.6840647,838940.238650248,370680.836528526,NA,NA,1149992.50914892,491631.155475361
"sp|Q06787|FMR1_HUMAN","human","dda",NA,948917.826085412,NA,1891170.00655023,867343.864280801,NA,1139339.18796106,NA,NA,NA,NA,NA,NA,NA,2169159.8241167,828773.355366224
"sp|Q06830|PRDX1_HUMAN","human","dda",931615200,1348371774.73844,995235931.814431,1132913087.8857,948025660.550655,1178400247.59697,1184177120.69454,1271975896.08915,1362751511.1719,1038868688.57027,801363254.746598,1263486981.41589,1298059374.50682,1271449253.9665,1165031548.63523,968280772.636966
"sp|Q07020|RL18_HUMAN","human","dda",163471000,184100166.834609,106577250.457023,172808726.380399,171454570.360173,160957202.380488,168772122.802539,153016089.126418,177551203.667186,123723239.392977,62350373.1207481,175562040.353491,154213486.170896,142044715.830041,137870228.518527,118437437.480108
"sp|Q07021|C1QBP_HUMAN","human","dda",88472500,92785465.8040963,101880676.693144,103899534.774788,109165862.984425,84453837.0216094,95654890.2642695,43932945.4787017,131097165.606085,60917065.9333809,70871523.3812944,71046453.8452758,143010363.069464,71077602.8812,98841851.2798122,87696387.6428636
"sp|Q07065|CKAP4_HUMAN","human","dda",34143400,38386218.2762275,49309407.7660475,44045571.3354347,37446548.4636801,38717694.6920738,39965589.525148,19444244.2932981,32593105.2325322,53103124.4325857,37115185.2569409,30270243.0470024,47406192.6302168,46060441.2725718,47842793.0381881,45588042.5012791
"sp|Q07157|ZO1_HUMAN","human","dda",3538400,NA,1957692.90539801,NA,1835498.81589209,2035727.0083926,2838247.3212493,NA,1664231.65756071,2683396.32908724,1518080.30955891,2071520.99720434,1816036.02923802,1660150.13859833,3915188.01272517,2180966.34911635
"sp|Q07666|KHDR1_HUMAN","human","dda",53980700,37055783.6530519,59822159.6302511,42190383.9229007,19811372.6704304,44391294.4040679,47474306.8830225,56177548.2774343,63595666.5563995,44880697.7786386,41448434.5577992,38160127.8036684,50103882.0631431,36876870.8327118,49441086.3881138,46280550.2503611
"sp|Q07812|BAX_HUMAN","human","dda",4864480,2432673.09978407,1317605.25520726,2535804.34176454,4598388.96145287,1886261.86599291,NA,1849174.61833796,3051837.29980052,4574357.63202538,2852905.49867896,2896917.22447021,2611647.34160345,2008599.07401294,5246871.33259878,1574476.90386614
"sp|Q07866|KLC1_HUMAN","human","dda",2799800,3074709.46431697,3623455.77826851,2439185.50040934,3435540.38887921,NA,NA,NA,938999.123738914,4030743.0603509,2273725.66855324,3707938.74825859,5222845.75020343,659038.728935885,2625271.1242476,3150387.10486825
"sp|Q07955|SRSF1_HUMAN","human","dda",158838410,163312877.713622,139233988.668191,171080751.81901,164805064.47729,163664625.150379,124632931.273692,155850178.736509,161109099.717321,151648640.990816,160641108.674927,162291212.368608,136929137.010592,174044146.062769,130547922.874061,170114023.836633
"sp|Q07960|RHG01_HUMAN","human","dda",38932900,50825495.4477695,51187765.6977943,41875427.6317856,46094822.1956047,57421933.261149,45801331.9030242,43240589.4827577,44476283.4857427,38940597.4075181,49716624.6433842,42128525.6286979,48919923.2967362,52810421.6726797,50301115.5937419,43579604.1759872
